"BehaviorSpace results (NetLogo 3D 5.1.0)"
"/home/ec2-user/swarmSimRescue/rescueSwarm3D.nlogo3d"
"SwarmModSizeExperiment"
"09/14/2014 03:16:13:555 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-20","20"
"[run number]","swarmBehaviour","swarmModificationSize","[step]","rescued","totalVictims"
"5455","false","1.2","9973","21","21"
"5369","false","1.2","20000","5","6"
"5466","false","1.2","4748","6","6"
"5457","false","1.2","11628","12","12"
"5437","false","1.2","20000","13","14"
"5459","false","1.2","8382","12","12"
"5463","false","1.2","8827","11","11"
"5453","false","1.2","10594","10","10"
"5406","false","1.2","18445","16","16"
"5442","false","1.2","20000","19","20"
"5436","false","1.2","19165","6","6"
"5454","false","1.2","9700","10","10"
"5451","false","1.2","12091","18","18"
"5435","false","1.2","17722","11","11"
"5474","false","1.2","4301","16","16"
"5396","false","1.2","20000","10","11"
"5470","false","1.2","6975","13","13"
"5448","false","1.2","20000","8","9"
"5469","false","1.2","7796","17","17"
"5468","false","1.2","7693","18","18"
"5440","false","1.2","20000","8","11"
"5460","false","1.2","12847","11","11"
"5465","false","1.2","20000","12","14"
"5456","false","1.2","20000","12","14"
"5477","false","1.2","6501","15","15"
"5464","false","1.2","20000","5","11"
"5418","false","1.2","17086","13","13"
"5483","false","1.2","7614","11","11"
"5478","false","1.2","7299","10","10"
"5458","false","1.2","15461","13","13"
"5461","false","1.2","20000","14","15"
"5462","false","1.2","18929","13","13"
"5485","false","1.2","10676","14","14"
"5484","false","1.2","7553","8","8"
"5471","false","1.2","20000","11","13"
"5447","false","1.2","13122","16","16"
"5472","false","1.2","10022","16","16"
"5473","false","1.2","20000","4","14"
"5467","false","1.2","20000","10","11"
"5475","false","1.2","20000","9","10"
"5480","false","1.2","20000","14","15"
"5493","false","1.2","12522","8","8"
"5501","false","1.2","5631","10","10"
"5505","false","1.2","5154","14","14"
"5487","false","1.2","13710","13","13"
"5486","false","1.2","12721","16","16"
"5503","false","1.2","6643","8","8"
"5506","false","1.2","4240","8","8"
"5489","false","1.2","13674","8","8"
"5498","false","1.2","11008","15","15"
"5491","false","1.2","20000","12","13"
"5502","false","1.2","9431","7","7"
"5481","false","1.2","13915","11","11"
"5488","false","1.2","14274","20","20"
"5496","false","1.2","20000","8","9"
"5511","false","1.2","6442","9","9"
"5482","false","1.2","10518","13","13"
"5494","false","1.2","20000","7","8"
"5517","false","1.2","5951","8","8"
"5492","false","1.2","20000","5","6"
"5479","false","1.2","20000","12","13"
"5490","false","1.2","20000","13","14"
"5520","false","1.2","6064","9","9"
"5508","false","1.2","12611","7","7"
"5509","false","1.2","7518","6","6"
"5521","false","1.2","7016","10","10"
"5516","false","1.2","9209","14","14"
"5514","false","1.2","10505","14","14"
"5504","false","1.2","13047","18","18"
"5499","false","1.2","20000","11","12"
"5530","false","1.2","7113","17","17"
"5495","false","1.2","15152","17","17"
"5512","false","1.2","20000","7","13"
"5534","false","1.2","5548","10","10"
"5476","false","1.2","20000","12","13"
"5525","false","1.2","14025","16","16"
"5444","false","1.2","20000","10","11"
"5513","false","1.2","12994","13","13"
"5533","false","1.2","8928","8","8"
"5510","false","1.2","20000","9","19"
"5497","false","1.2","15475","13","13"
"5538","false","1.2","10986","15","15"
"5539","false","1.2","8933","20","20"
"5515","false","1.2","20000","8","9"
"5541","false","1.2","6550","14","14"
"5543","false","1.2","8415","11","11"
"5524","false","1.2","18718","15","15"
"5529","false","1.2","12139","12","12"
"5542","false","1.2","8736","15","15"
"5526","false","1.2","20000","9","10"
"5537","false","1.2","10746","18","18"
"5432","false","1.2","20000","14","15"
"5507","false","1.2","18190","11","11"
"5523","false","1.2","12105","11","11"
"5548","false","1.2","6416","8","8"
"5528","false","1.2","20000","16","17"
"5540","false","1.2","7783","11","11"
"5549","false","1.2","10494","15","15"
"5535","false","1.2","11040","11","11"
"5546","false","1.2","12830","7","7"
"5531","false","1.2","12597","12","12"
"5551","false","1.2","4798","7","7"
"5536","false","1.2","20000","10","14"
"5527","false","1.2","14080","8","8"
"5522","false","1.2","20000","12","14"
"5532","false","1.2","20000","11","12"
"5500","false","1.2","20000","10","11"
"5519","false","1.2","20000","11","12"
"5564","false","1.2","7401","10","10"
"5555","false","1.2","9845","11","11"
"5570","false","1.2","6578","11","11"
"5544","false","1.2","20000","12","15"
"5571","false","1.2","5152","11","11"
"5545","false","1.2","20000","13","16"
"5553","false","1.2","16703","12","12"
"5518","false","1.2","14269","11","11"
"5568","false","1.2","6700","10","10"
"5547","false","1.2","10799","9","9"
"5552","false","1.2","20000","10","12"
"5567","false","1.2","7771","10","10"
"5561","false","1.2","9858","9","9"
"5575","false","1.2","7650","9","9"
"5577","false","1.2","5232","12","12"
"5580","false","1.2","5002","10","10"
"5554","false","1.2","20000","12","13"
"5566","false","1.2","9694","12","12"
"5556","false","1.2","20000","15","16"
"5576","false","1.2","5266","15","15"
"5569","false","1.2","6920","8","8"
"5557","false","1.2","20000","1","17"
"5581","false","1.2","5853","16","16"
"5560","false","1.2","20000","3","10"
"5574","false","1.2","6070","8","8"
"5572","false","1.2","8722","16","16"
"5587","false","1.2","7376","6","6"
"5565","false","1.2","20000","16","18"
"5592","false","1.2","7352","12","12"
"5593","false","1.2","4654","7","7"
"5585","false","1.2","7314","9","9"
"5590","false","1.2","5871","13","13"
"5550","false","1.2","16103","11","11"
"5558","false","1.2","16362","11","11"
"5601","false","1.2","5235","8","8"
"5579","false","1.2","11520","14","14"
"5573","false","1.2","20000","11","12"
"5584","false","1.2","10093","10","10"
"5605","false","1.2","6701","6","6"
"5559","false","1.2","16050","7","7"
"5599","false","1.2","5845","8","8"
"5589","false","1.2","12208","15","15"
"5597","false","1.2","14582","11","11"
"5608","false","1.2","8141","14","14"
"5617","false","1.2","3829","7","7"
"5611","false","1.2","4699","5","5"
"5582","false","1.2","19961","14","14"
"5591","false","1.2","20000","11","16"
"5606","false","1.2","9434","18","18"
"5610","false","1.2","7082","14","14"
"5562","false","1.2","19024","13","13"
"5595","false","1.2","20000","6","13"
"5598","false","1.2","9652","9","9"
"5616","false","1.2","6974","13","13"
"5622","false","1.2","5772","10","10"
"5583","false","1.2","15284","11","11"
"5578","false","1.2","19017","11","11"
"5615","false","1.2","8860","9","9"
"5623","false","1.2","5344","9","9"
"5607","false","1.2","12312","8","8"
"5603","false","1.2","11184","17","17"
"5563","false","1.2","20000","11","12"
"5600","false","1.2","20000","15","16"
"5602","false","1.2","20000","8","9"
"5625","false","1.2","6228","13","13"
"5612","false","1.2","15568","14","14"
"5613","false","1.2","12333","15","15"
"5609","false","1.2","20000","10","11"
"5635","false","1.2","4115","12","12"
"5634","false","1.2","6228","16","16"
"5628","false","1.2","8824","9","9"
"5629","false","1.2","6041","10","10"
"5614","false","1.2","15465","17","17"
"5632","false","1.2","10440","10","10"
"5586","false","1.2","20000","17","18"
"5633","false","1.2","5968","7","7"
"5619","false","1.2","11330","9","9"
"5631","false","1.2","10068","11","11"
"5641","false","1.2","7579","13","13"
"5649","false","1.2","2701","5","5"
"5637","false","1.2","9980","10","10"
"5594","false","1.2","20000","17","18"
"5651","false","1.2","6157","6","6"
"5646","false","1.2","9471","13","13"
"5620","false","1.2","12622","6","6"
"5596","false","1.2","20000","10","17"
"5652","false","1.2","4502","6","6"
"5636","false","1.2","8392","12","12"
"5621","false","1.2","19829","15","15"
"5627","false","1.2","12371","16","16"
"5648","false","1.2","5702","16","16"
"5647","false","1.2","9941","6","6"
"5624","false","1.2","15996","14","14"
"5659","false","1.2","8661","12","12"
"5660","false","1.2","7702","7","7"
"5663","false","1.2","9646","13","13"
"5655","false","1.2","7917","13","13"
"5640","false","1.2","20000","20","22"
"5661","false","1.2","7559","16","16"
"5645","false","1.2","20000","8","9"
"5604","false","1.2","20000","9","10"
"5618","false","1.2","20000","13","14"
"5630","false","1.2","17121","10","10"
"5626","false","1.2","20000","17","18"
"5643","false","1.2","20000","11","12"
"5644","false","1.2","19163","17","17"
"5664","false","1.2","11048","15","15"
"5642","false","1.2","20000","7","8"
"5638","false","1.2","20000","3","8"
"5672","false","1.2","5303","12","12"
"5673","false","1.2","5795","7","7"
"5653","false","1.2","9299","13","13"
"5654","false","1.2","20000","14","15"
"5671","false","1.2","6273","7","7"
"5681","false","1.2","5501","12","12"
"5665","false","1.2","20000","11","13"
"5674","false","1.2","7779","9","9"
"5688","false","1.2","4140","5","5"
"5657","false","1.2","17586","14","14"
"5676","false","1.2","6275","13","13"
"5656","false","1.2","20000","12","18"
"5678","false","1.2","7807","13","13"
"5662","false","1.2","20000","8","9"
"5677","false","1.2","9928","18","18"
"5639","false","1.2","20000","8","9"
"5679","false","1.2","4945","9","9"
"5667","false","1.2","14411","13","13"
"5658","false","1.2","20000","9","11"
"5588","false","1.2","20000","10","11"
"5687","false","1.2","7271","7","7"
"5668","false","1.2","20000","14","16"
"5670","false","1.2","20000","8","13"
"5691","false","1.2","6347","7","7"
"5695","false","1.2","7338","16","16"
"5696","false","1.2","6059","8","8"
"5683","false","1.2","7432","10","10"
"5669","false","1.2","20000","9","11"
"5650","false","1.2","20000","14","15"
"5699","false","1.2","7426","18","18"
"5702","false","1.2","7225","14","14"
"5666","false","1.2","20000","14","15"
"5692","false","1.2","8086","9","9"
"5689","false","1.2","20000","12","13"
"5705","false","1.2","6550","17","17"
"5684","false","1.2","16400","10","10"
"5675","false","1.2","14138","14","14"
"5694","false","1.2","11619","10","10"
"5714","false","1.2","3221","5","5"
"5680","false","1.2","20000","16","17"
"5700","false","1.2","8220","9","9"
"5712","false","1.2","7287","14","14"
"5707","false","1.2","4918","12","12"
"5686","false","1.2","20000","5","8"
"5698","false","1.2","13896","17","17"
"5724","false","1.2","2850","13","13"
"5693","false","1.2","20000","6","16"
"5718","false","1.2","6526","11","11"
"5720","false","1.2","5654","14","14"
"5723","false","1.2","6464","19","19"
"5727","false","1.2","4694","13","13"
"5711","false","1.2","10144","11","11"
"5717","false","1.2","9365","11","11"
"5701","false","1.2","20000","13","14"
"5708","false","1.2","20000","14","19"
"5709","false","1.2","14657","13","13"
"5713","false","1.2","20000","10","12"
"5737","false","1.2","4682","7","7"
"5730","false","1.2","4719","10","10"
"5726","false","1.2","6980","16","16"
"5739","false","1.2","4062","10","10"
"5706","false","1.2","20000","9","11"
"5710","false","1.2","17891","13","13"
"5721","false","1.2","20000","15","16"
"5682","false","1.2","19359","20","20"
"5719","false","1.2","20000","11","13"
"5725","false","1.2","11673","8","8"
"5722","false","1.2","20000","11","12"
"5728","false","1.2","17032","19","19"
"5704","false","1.2","20000","11","12"
"5690","false","1.2","20000","6","8"
"5685","false","1.2","20000","14","15"
"5742","false","1.2","8776","14","14"
"5733","false","1.2","12920","12","12"
"5697","false","1.2","20000","4","10"
"5703","false","1.2","20000","9","12"
"5752","false","1.2","3266","6","6"
"5748","false","1.2","7939","2","2"
"5747","false","1.2","9414","10","10"
"5735","false","1.2","15958","12","12"
"5751","false","1.2","8195","11","11"
"5738","false","1.2","20000","17","18"
"5736","false","1.2","20000","15","16"
"5754","false","1.2","8091","9","9"
"5750","false","1.2","9085","14","14"
"5731","false","1.2","20000","6","7"
"5766","false","1.2","3294","8","8"
"5745","false","1.2","20000","10","11"
"5732","false","1.2","20000","16","17"
"5744","false","1.2","20000","11","19"
"5764","false","1.2","6614","6","6"
"5716","false","1.2","20000","9","11"
"5759","false","1.2","6656","12","12"
"5761","false","1.2","7326","18","18"
"5753","false","1.2","9815","13","13"
"5729","false","1.2","20000","11","12"
"5756","false","1.2","9810","14","14"
"5746","false","1.2","9310","24","24"
"5769","false","1.2","5876","11","11"
"5741","false","1.2","12999","10","10"
"5763","false","1.2","7158","13","13"
"5743","false","1.2","20000","14","15"
"5740","false","1.2","20000","15","16"
"5760","false","1.2","13119","10","10"
"5768","false","1.2","6787","13","13"
"5715","false","1.2","20000","10","11"
"5749","false","1.2","12418","12","12"
"5789","false","1.2","3761","12","12"
"5772","false","1.2","8923","11","11"
"5762","false","1.2","20000","7","8"
"5778","false","1.2","12621","16","16"
"5787","false","1.2","6386","14","14"
"5780","false","1.2","10911","14","14"
"5782","false","1.2","6296","9","9"
"5776","false","1.2","8297","12","12"
"5734","false","1.2","18667","11","11"
"5767","false","1.2","20000","17","18"
"5757","false","1.2","13733","13","13"
"5771","false","1.2","13108","10","10"
"5775","false","1.2","20000","1","19"
"5770","false","1.2","20000","12","13"
"5777","false","1.2","20000","17","18"
"5773","false","1.2","14143","9","9"
"5804","false","1.2","2658","8","8"
"5799","false","1.2","6033","13","13"
"5779","false","1.2","11860","12","12"
"5796","false","1.2","9277","11","11"
"5795","false","1.2","7653","14","14"
"5784","false","1.2","12888","13","13"
"5792","false","1.2","20000","6","10"
"5793","false","1.2","9252","10","10"
"5802","false","1.2","5693","9","9"
"5791","false","1.2","20000","9","11"
"5806","false","1.2","7427","8","8"
"5765","false","1.2","20000","3","8"
"5803","false","1.2","8074","10","10"
"5786","false","1.2","20000","6","8"
"5808","false","1.2","5590","11","11"
"5812","false","1.2","4578","8","8"
"5755","false","1.2","17929","12","12"
"5785","false","1.2","7243","6","6"
"5774","false","1.2","18868","11","11"
"5781","false","1.2","20000","10","12"
"5783","false","1.2","17638","14","14"
"5827","false","1.2","3613","6","6"
"5797","false","1.2","20000","18","20"
"5800","false","1.2","12440","12","12"
"5815","false","1.2","5427","8","8"
"5801","false","1.2","20000","11","13"
"5821","false","1.2","6485","11","11"
"5822","false","1.2","5462","10","10"
"5809","false","1.2","9193","15","15"
"5819","false","1.2","6523","16","16"
"5790","false","1.2","20000","4","5"
"5810","false","1.2","9055","10","10"
"5807","false","1.2","11271","14","14"
"5798","false","1.2","20000","11","12"
"5794","false","1.2","14563","12","12"
"5805","false","1.2","7244","7","7"
"5824","false","1.2","5930","8","8"
"5814","false","1.2","11373","15","15"
"5830","false","1.2","5728","10","10"
"5820","false","1.2","15347","17","17"
"5788","false","1.2","10565","10","10"
"5818","false","1.2","9821","10","10"
"5834","false","1.2","6362","10","10"
"5817","false","1.2","16524","14","14"
"5816","false","1.2","20000","15","17"
"5811","false","1.2","20000","11","12"
"5837","false","1.2","9278","9","9"
"5833","false","1.2","8352","15","15"
"5847","false","1.2","5475","15","15"
"5839","false","1.2","7614","8","8"
"5844","false","1.2","9735","17","17"
"5823","false","1.2","20000","9","10"
"5836","false","1.2","11045","15","15"
"5842","false","1.2","8037","12","12"
"5831","false","1.2","14274","18","18"
"5758","false","1.2","20000","9","10"
"5845","false","1.2","9464","10","10"
"5826","false","1.2","20000","4","5"
"5858","false","1.2","6433","9","9"
"5850","false","1.2","7983","15","15"
"5841","false","1.2","13793","20","20"
"5838","false","1.2","20000","14","15"
"5843","false","1.2","20000","9","13"
"5813","false","1.2","11649","15","15"
"5855","false","1.2","6874","7","7"
"5848","false","1.2","20000","12","13"
"5829","false","1.2","20000","13","14"
"5835","false","1.2","20000","15","17"
"5868","false","1.2","5405","11","11"
"5852","false","1.2","9476","13","13"
"5840","false","1.2","15585","12","12"
"5857","false","1.2","13659","15","15"
"5854","false","1.2","11852","13","13"
"5870","false","1.2","6262","14","14"
"5853","false","1.2","20000","14","15"
"5873","false","1.2","7348","11","11"
"5832","false","1.2","20000","18","19"
"5886","false","1.2","4628","11","11"
"5862","false","1.2","20000","5","8"
"5876","false","1.2","5446","13","13"
"5864","false","1.2","13298","19","19"
"5872","false","1.2","7937","7","7"
"5849","false","1.2","20000","15","17"
"5859","false","1.2","20000","8","23"
"5871","false","1.2","8643","10","10"
"5828","false","1.2","20000","9","10"
"5879","false","1.2","5967","12","12"
"5861","false","1.2","13291","6","6"
"5875","false","1.2","10375","11","11"
"5860","false","1.2","20000","11","12"
"5825","false","1.2","20000","9","11"
"5869","false","1.2","15553","12","12"
"5880","false","1.2","8767","7","7"
"5887","false","1.2","9678","17","17"
"5865","false","1.2","20000","13","14"
"5891","false","1.2","5335","8","8"
"5856","false","1.2","14169","15","15"
"5851","false","1.2","20000","13","16"
"5863","false","1.2","15229","8","8"
"5877","false","1.2","20000","5","14"
"5896","false","1.2","4521","10","10"
"5882","false","1.2","15843","6","6"
"5867","false","1.2","18813","8","8"
"5883","false","1.2","13909","8","8"
"5893","false","1.2","7985","6","6"
"5885","false","1.2","11674","11","11"
"5881","false","1.2","20000","14","16"
"5900","false","1.2","9284","15","15"
"5878","false","1.2","20000","13","14"
"5897","false","1.2","9327","10","10"
"5905","false","1.2","8144","14","14"
"5912","false","1.2","5050","7","7"
"5901","false","1.2","10279","16","16"
"5888","false","1.2","20000","9","10"
"5903","false","1.2","11685","14","14"
"5902","false","1.2","12097","11","11"
"5915","false","1.2","5713","9","9"
"5906","false","1.2","8290","14","14"
"5846","false","1.2","20000","13","14"
"5899","false","1.2","20000","16","17"
"5898","false","1.2","20000","4","17"
"5890","false","1.2","14075","9","9"
"5889","false","1.2","19402","14","14"
"5884","false","1.2","16896","11","11"
"5910","false","1.2","9996","11","11"
"5907","false","1.2","12683","13","13"
"5924","false","1.2","6825","10","10"
"5923","false","1.2","5758","10","10"
"5920","false","1.2","9072","12","12"
"5895","false","1.2","11335","8","8"
"5874","false","1.2","20000","23","25"
"5921","false","1.2","7784","10","10"
"5913","false","1.2","9098","15","15"
"5894","false","1.2","20000","14","15"
"5909","false","1.2","20000","12","13"
"5934","false","1.2","6535","11","11"
"5932","false","1.2","7352","9","9"
"5937","false","1.2","6231","15","15"
"5866","false","1.2","20000","15","16"
"5928","false","1.2","7759","18","18"
"5917","false","1.2","9316","8","8"
"5904","false","1.2","20000","10","12"
"5914","false","1.2","15506","17","17"
"5892","false","1.2","20000","12","13"
"5922","false","1.2","10462","10","10"
"5948","false","1.2","5011","4","4"
"5945","false","1.2","6148","10","10"
"5946","false","1.2","6423","13","13"
"5925","false","1.2","20000","14","15"
"5919","false","1.2","16846","13","13"
"5938","false","1.2","9039","12","12"
"5936","false","1.2","8129","8","8"
"5950","false","1.2","6191","10","10"
"5942","false","1.2","11764","20","20"
"5956","false","1.2","3901","11","11"
"5930","false","1.2","16799","18","18"
"5944","false","1.2","8224","7","7"
"5927","false","1.2","20000","9","11"
"5931","false","1.2","20000","8","10"
"5943","false","1.2","8473","11","11"
"5955","false","1.2","6475","13","13"
"5926","false","1.2","11437","7","7"
"5952","false","1.2","8311","15","15"
"5960","false","1.2","5646","10","10"
"5929","false","1.2","8176","13","13"
"5953","false","1.2","8873","15","15"
"5958","false","1.2","6635","12","12"
"5939","false","1.2","20000","13","16"
"5965","false","1.2","5541","13","13"
"5964","false","1.2","5868","9","9"
"5963","false","1.2","6548","10","10"
"5935","false","1.2","20000","16","17"
"5949","false","1.2","9766","9","9"
"5933","false","1.2","18007","9","9"
"5976","false","1.2","4144","11","11"
"5962","false","1.2","8151","11","11"
"5974","false","1.2","5123","13","13"
"5970","false","1.2","8272","9","9"
"5918","false","1.2","20000","9","10"
"5940","false","1.2","20000","9","11"
"5971","false","1.2","8528","17","17"
"5975","false","1.2","5837","9","9"
"5959","false","1.2","14267","17","17"
"5979","false","1.2","7521","15","15"
"5989","false","1.2","3712","8","8"
"5982","false","1.2","7113","10","10"
"5951","false","1.2","12408","10","10"
"5916","false","1.2","20000","11","12"
"5967","false","1.2","20000","7","11"
"5957","false","1.2","20000","10","11"
"5908","false","1.2","20000","10","11"
"5977","false","1.2","14088","10","10"
"5968","false","1.2","11099","9","9"
"5966","false","1.2","20000","12","13"
"5911","false","1.2","18196","13","13"
"5973","false","1.2","11870","8","8"
"5941","false","1.2","20000","4","6"
"5972","false","1.2","16209","15","15"
"5990","false","1.2","6292","13","13"
"5978","false","1.2","17184","15","15"
"5969","false","1.2","20000","17","18"
"5947","false","1.2","16511","10","10"
"5998","false","1.2","6643","11","11"
"5992","false","1.2","7212","9","9"
"5981","false","1.2","15820","11","11"
"5983","false","1.2","9615","9","9"
"6008","false","1.4","3765","13","13"
"5984","false","1.2","20000","16","17"
"6006","false","1.4","5508","13","13"
"5995","false","1.2","7923","11","11"
"5987","false","1.2","10960","17","17"
"5997","false","1.2","7897","15","15"
"5996","false","1.2","7616","13","13"
"5999","false","1.2","8733","5","5"
"6000","false","1.2","12996","10","10"
"6001","false","1.4","5238","12","12"
"5954","false","1.2","20000","10","13"
"5991","false","1.2","20000","7","9"
"6002","false","1.4","12550","14","14"
"6021","false","1.4","4207","9","9"
"6018","false","1.4","8319","13","13"
"6024","false","1.4","7005","12","12"
"6010","false","1.4","13521","13","13"
"6016","false","1.4","6222","8","8"
"5993","false","1.2","20000","18","19"
"5994","false","1.2","15063","18","18"
"6027","false","1.4","4523","10","10"
"6004","false","1.4","20000","6","10"
"5988","false","1.2","17487","7","7"
"6025","false","1.4","8208","11","11"
"6036","false","1.4","3457","12","12"
"6011","false","1.4","20000","8","9"
"6022","false","1.4","11230","11","11"
"6033","false","1.4","7717","18","18"
"5986","false","1.2","20000","11","12"
"6030","false","1.4","7828","14","14"
"6003","false","1.4","20000","11","13"
"6029","false","1.4","7820","10","10"
"5980","false","1.2","20000","6","7"
"6012","false","1.4","20000","15","19"
"6015","false","1.4","11674","15","15"
"6032","false","1.4","10704","11","11"
"6020","false","1.4","20000","4","5"
"6034","false","1.4","5823","8","8"
"6040","false","1.4","6091","16","16"
"6038","false","1.4","7893","11","11"
"6031","false","1.4","9344","8","8"
"6023","false","1.4","20000","18","21"
"5961","false","1.2","20000","4","5"
"6043","false","1.4","4961","11","11"
"5985","false","1.2","20000","16","17"
"6042","false","1.4","13824","19","19"
"6048","false","1.4","6991","10","10"
"6013","false","1.4","20000","8","9"
"6055","false","1.4","5169","9","9"
"6053","false","1.4","8931","16","16"
"6009","false","1.4","20000","5","6"
"6007","false","1.4","13497","13","13"
"6041","false","1.4","20000","9","10"
"6014","false","1.4","20000","10","11"
"6046","false","1.4","11042","8","8"
"6058","false","1.4","7879","14","14"
"6017","false","1.4","20000","5","6"
"6063","false","1.4","5486","7","7"
"6035","false","1.4","20000","13","14"
"6005","false","1.4","20000","9","10"
"6057","false","1.4","8943","10","10"
"6047","false","1.4","10869","14","14"
"6059","false","1.4","9891","14","14"
"6061","false","1.4","8578","10","10"
"6054","false","1.4","8415","13","13"
"6052","false","1.4","14562","14","14"
"6056","false","1.4","20000","15","16"
"6045","false","1.4","20000","12","16"
"6066","false","1.4","7384","9","9"
"6065","false","1.4","6708","9","9"
"6037","false","1.4","20000","16","18"
"6072","false","1.4","3235","4","4"
"6019","false","1.4","20000","13","14"
"6044","false","1.4","14827","11","11"
"6069","false","1.4","7997","7","7"
"6026","false","1.4","14674","12","12"
"6051","false","1.4","20000","7","11"
"6050","false","1.4","20000","11","12"
"6062","false","1.4","13716","11","11"
"6039","false","1.4","17957","11","11"
"6077","false","1.4","3417","9","9"
"6028","false","1.4","20000","13","14"
"6083","false","1.4","4306","11","11"
"6073","false","1.4","7541","9","9"
"6064","false","1.4","13221","15","15"
"6074","false","1.4","7273","5","5"
"6080","false","1.4","7473","15","15"
"6078","false","1.4","4763","13","13"
"6079","false","1.4","7026","16","16"
"6101","false","1.4","3939","11","11"
"6090","false","1.4","6634","9","9"
"6070","false","1.4","7828","10","10"
"6098","false","1.4","5354","7","7"
"6082","false","1.4","8386","10","10"
"6076","false","1.4","7523","15","15"
"6049","false","1.4","20000","12","13"
"6103","false","1.4","5101","17","17"
"6060","false","1.4","15904","11","11"
"6094","false","1.4","7171","10","10"
"6071","false","1.4","20000","11","12"
"6075","false","1.4","18830","17","17"
"6104","false","1.4","4949","10","10"
"6099","false","1.4","7884","10","10"
"6087","false","1.4","12660","14","14"
"6102","false","1.4","7752","19","19"
"6107","false","1.4","4986","6","6"
"6067","false","1.4","20000","5","6"
"6091","false","1.4","20000","11","12"
"6089","false","1.4","13486","16","16"
"6095","false","1.4","9857","15","15"
"6108","false","1.4","5774","15","15"
"6086","false","1.4","20000","11","16"
"6085","false","1.4","20000","14","15"
"6093","false","1.4","9433","9","9"
"6110","false","1.4","7169","8","8"
"6116","false","1.4","7997","12","12"
"6097","false","1.4","12536","11","11"
"6096","false","1.4","20000","10","11"
"6068","false","1.4","15876","8","8"
"6100","false","1.4","20000","11","13"
"6126","false","1.4","4578","2","2"
"6119","false","1.4","11922","16","16"
"6129","false","1.4","6621","10","10"
"6112","false","1.4","13756","10","10"
"6092","false","1.4","10627","11","11"
"6088","false","1.4","14504","7","7"
"6109","false","1.4","20000","9","11"
"6081","false","1.4","20000","15","16"
"6118","false","1.4","9920","10","10"
"6125","false","1.4","12684","10","10"
"6084","false","1.4","16117","9","9"
"6105","false","1.4","12146","16","16"
"6113","false","1.4","20000","10","11"
"6130","false","1.4","8215","16","16"
"6106","false","1.4","20000","15","16"
"6117","false","1.4","16466","12","12"
"6124","false","1.4","20000","12","16"
"6132","false","1.4","8318","7","7"
"6121","false","1.4","20000","12","13"
"6114","false","1.4","20000","12","13"
"6148","false","1.4","5089","13","13"
"6120","false","1.4","20000","4","7"
"6144","false","1.4","4395","16","16"
"6128","false","1.4","10880","12","12"
"6142","false","1.4","7696","12","12"
"6153","false","1.4","4710","15","15"
"6140","false","1.4","10696","17","17"
"6152","false","1.4","4705","10","10"
"6133","false","1.4","11463","13","13"
"6143","false","1.4","10594","14","14"
"6150","false","1.4","7347","17","17"
"6154","false","1.4","4435","7","7"
"6141","false","1.4","6711","16","16"
"6131","false","1.4","10221","6","6"
"6138","false","1.4","12204","10","10"
"6156","false","1.4","7359","11","11"
"6136","false","1.4","10808","10","10"
"6168","false","1.4","4390","8","8"
"6155","false","1.4","10001","13","13"
"6163","false","1.4","6130","8","8"
"6111","false","1.4","20000","16","20"
"6160","false","1.4","7162","8","8"
"6158","false","1.4","7198","11","11"
"6139","false","1.4","20000","1","9"
"6166","false","1.4","6537","9","9"
"6167","false","1.4","4678","8","8"
"6137","false","1.4","20000","17","18"
"6147","false","1.4","20000","15","16"
"6123","false","1.4","20000","7","9"
"6159","false","1.4","5093","11","11"
"6165","false","1.4","8497","10","10"
"6170","false","1.4","5814","14","14"
"6149","false","1.4","20000","15","16"
"6146","false","1.4","20000","17","18"
"6173","false","1.4","3912","6","6"
"6179","false","1.4","3841","12","12"
"6161","false","1.4","8935","14","14"
"6115","false","1.4","20000","10","11"
"6175","false","1.4","7141","7","7"
"6122","false","1.4","20000","6","13"
"6145","false","1.4","20000","10","12"
"6190","false","1.4","4064","10","10"
"6178","false","1.4","5697","11","11"
"6176","false","1.4","9180","13","13"
"6162","false","1.4","20000","10","11"
"6187","false","1.4","5118","13","13"
"6194","false","1.4","6709","8","8"
"6171","false","1.4","20000","11","12"
"6135","false","1.4","15058","16","16"
"6172","false","1.4","8354","9","9"
"6151","false","1.4","18541","5","5"
"6169","false","1.4","10100","16","16"
"6127","false","1.4","20000","15","16"
"6164","false","1.4","20000","11","12"
"6202","false","1.4","3875","11","11"
"6180","false","1.4","20000","11","12"
"6204","false","1.4","6437","16","16"
"6193","false","1.4","8885","13","13"
"6184","false","1.4","14512","10","10"
"6181","false","1.4","20000","9","10"
"6188","false","1.4","16277","12","12"
"6201","false","1.4","9240","13","13"
"6199","false","1.4","9944","13","13"
"6198","false","1.4","12452","14","14"
"6192","false","1.4","11368","16","16"
"6212","false","1.4","4873","15","15"
"6174","false","1.4","20000","11","13"
"6182","false","1.4","20000","9","10"
"6191","false","1.4","20000","5","6"
"6196","false","1.4","10169","13","13"
"6195","false","1.4","20000","14","18"
"6183","false","1.4","20000","8","9"
"6218","false","1.4","4654","10","10"
"6189","false","1.4","20000","10","11"
"6200","false","1.4","15754","14","14"
"6134","false","1.4","20000","9","10"
"6214","false","1.4","6576","9","9"
"6211","false","1.4","10117","11","11"
"6217","false","1.4","6536","11","11"
"6185","false","1.4","20000","9","10"
"6221","false","1.4","8920","14","14"
